filepath,sample_rate,datatype,frequency
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0790.sigmf-meta,25000000.0,cf32_le,2466445312.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0791.sigmf-meta,25000000.0,cf32_le,2462539062.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0792.sigmf-meta,25000000.0,cf32_le,2459960937.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0793.sigmf-meta,25000000.0,cf32_le,2466445312.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0794.sigmf-meta,25000000.0,cf32_le,2460449218.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0795.sigmf-meta,25000000.0,cf32_le,2469570312.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0796.sigmf-meta,25000000.0,cf32_le,2459960937.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0797.sigmf-meta,25000000.0,cf32_le,2464003906.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0798.sigmf-meta,25000000.0,cf32_le,2469472656.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0799.sigmf-meta,25000000.0,cf32_le,2460351562.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0800.sigmf-meta,25000000.0,cf32_le,2472207031.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0801.sigmf-meta,25000000.0,cf32_le,2464394531.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0802.sigmf-meta,25000000.0,cf32_le,2468398437.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0803.sigmf-meta,25000000.0,cf32_le,2462343750.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0804.sigmf-meta,25000000.0,cf32_le,2469277343.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0805.sigmf-meta,25000000.0,cf32_le,2467128906.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0806.sigmf-meta,25000000.0,cf32_le,2466445312.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0807.sigmf-meta,25000000.0,cf32_le,2459570312.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0808.sigmf-meta,25000000.0,cf32_le,2468203125.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0809.sigmf-meta,25000000.0,cf32_le,2467714843.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0810.sigmf-meta,25000000.0,cf32_le,2470839843.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0811.sigmf-meta,25000000.0,cf32_le,2467617187.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0812.sigmf-meta,25000000.0,cf32_le,2461816406.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0813.sigmf-meta,25000000.0,cf32_le,2467226562.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0814.sigmf-meta,25000000.0,cf32_le,2466445312.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0815.sigmf-meta,25000000.0,cf32_le,2468496093.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0816.sigmf-meta,25000000.0,cf32_le,2466835937.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0817.sigmf-meta,25000000.0,cf32_le,2460253906.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0818.sigmf-meta,25000000.0,cf32_le,2460449218.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0819.sigmf-meta,25000000.0,cf32_le,2463320312.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0820.sigmf-meta,25000000.0,cf32_le,2464101562.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0821.sigmf-meta,25000000.0,cf32_le,2466542968.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0822.sigmf-meta,25000000.0,cf32_le,2460839843.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0823.sigmf-meta,25000000.0,cf32_le,2465957031.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0824.sigmf-meta,25000000.0,cf32_le,2467226562.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0825.sigmf-meta,25000000.0,cf32_le,2469570312.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0826.sigmf-meta,25000000.0,cf32_le,2460937500.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0827.sigmf-meta,25000000.0,cf32_le,2463125000.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0828.sigmf-meta,25000000.0,cf32_le,2460937500.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0829.sigmf-meta,25000000.0,cf32_le,2466445312.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0830.sigmf-meta,25000000.0,cf32_le,2466445312.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0831.sigmf-meta,25000000.0,cf32_le,2463125000.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0832.sigmf-meta,25000000.0,cf32_le,2463808593.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0833.sigmf-meta,25000000.0,cf32_le,2462734375.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0834.sigmf-meta,25000000.0,cf32_le,2469765625.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0835.sigmf-meta,25000000.0,cf32_le,2460449218.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0836.sigmf-meta,25000000.0,cf32_le,2467812500.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0837.sigmf-meta,25000000.0,cf32_le,2467128906.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0838.sigmf-meta,25000000.0,cf32_le,2469179687.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0839.sigmf-meta,25000000.0,cf32_le,2460742187.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0840.sigmf-meta,25000000.0,cf32_le,2460449218.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0841.sigmf-meta,25000000.0,cf32_le,2466445312.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0842.sigmf-meta,25000000.0,cf32_le,2466640625.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0843.sigmf-meta,25000000.0,cf32_le,2459863281.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0844.sigmf-meta,25000000.0,cf32_le,2463710937.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0845.sigmf-meta,25000000.0,cf32_le,2460156250.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0846.sigmf-meta,25000000.0,cf32_le,2460449218.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0847.sigmf-meta,25000000.0,cf32_le,2467714843.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0848.sigmf-meta,25000000.0,cf32_le,2462441406.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0849.sigmf-meta,25000000.0,cf32_le,2468105468.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0850.sigmf-meta,25000000.0,cf32_le,2462343750.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0851.sigmf-meta,25000000.0,cf32_le,2460058593.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0852.sigmf-meta,25000000.0,cf32_le,2471230468.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0853.sigmf-meta,25000000.0,cf32_le,2460253906.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0854.sigmf-meta,25000000.0,cf32_le,2468691406.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0855.sigmf-meta,25000000.0,cf32_le,2468496093.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0856.sigmf-meta,25000000.0,cf32_le,2463613281.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0857.sigmf-meta,25000000.0,cf32_le,2460449218.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0858.sigmf-meta,25000000.0,cf32_le,2468691406.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0859.sigmf-meta,25000000.0,cf32_le,2462734375.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0860.sigmf-meta,25000000.0,cf32_le,2466445312.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0861.sigmf-meta,25000000.0,cf32_le,2467128906.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0862.sigmf-meta,25000000.0,cf32_le,2459960937.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0863.sigmf-meta,25000000.0,cf32_le,2461035156.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0864.sigmf-meta,25000000.0,cf32_le,2462343750.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0865.sigmf-meta,25000000.0,cf32_le,2459863281.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0866.sigmf-meta,25000000.0,cf32_le,2463222656.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0867.sigmf-meta,25000000.0,cf32_le,2459863281.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0868.sigmf-meta,25000000.0,cf32_le,2466250000.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0869.sigmf-meta,25000000.0,cf32_le,2467128906.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0870.sigmf-meta,25000000.0,cf32_le,2466445312.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0871.sigmf-meta,25000000.0,cf32_le,2469179687.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0872.sigmf-meta,25000000.0,cf32_le,2465664062.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0873.sigmf-meta,25000000.0,cf32_le,2460058593.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0874.sigmf-meta,25000000.0,cf32_le,2462734375.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0875.sigmf-meta,25000000.0,cf32_le,2468593750.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0876.sigmf-meta,25000000.0,cf32_le,2466640625.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0877.sigmf-meta,25000000.0,cf32_le,2467226562.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0878.sigmf-meta,25000000.0,cf32_le,2463613281.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0879.sigmf-meta,25000000.0,cf32_le,2459960937.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0880.sigmf-meta,25000000.0,cf32_le,2460937500.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0881.sigmf-meta,25000000.0,cf32_le,2469082031.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0882.sigmf-meta,25000000.0,cf32_le,2470937500.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0883.sigmf-meta,25000000.0,cf32_le,2460156250.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0884.sigmf-meta,25000000.0,cf32_le,2466445312.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0885.sigmf-meta,25000000.0,cf32_le,2466640625.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0886.sigmf-meta,25000000.0,cf32_le,2467226562.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0887.sigmf-meta,25000000.0,cf32_le,2462832031.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0888.sigmf-meta,25000000.0,cf32_le,2463125000.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0889.sigmf-meta,25000000.0,cf32_le,2462734375.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0890.sigmf-meta,25000000.0,cf32_le,2466445312.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0891.sigmf-meta,25000000.0,cf32_le,2462636718.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0892.sigmf-meta,25000000.0,cf32_le,2463906250.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0893.sigmf-meta,25000000.0,cf32_le,2468300781.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0894.sigmf-meta,25000000.0,cf32_le,2468984375.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0895.sigmf-meta,25000000.0,cf32_le,2460449218.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0896.sigmf-meta,25000000.0,cf32_le,2460156250.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0897.sigmf-meta,25000000.0,cf32_le,2460253906.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0898.sigmf-meta,25000000.0,cf32_le,2464394531.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0899.sigmf-meta,25000000.0,cf32_le,2463417968.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0900.sigmf-meta,25000000.0,cf32_le,2460253906.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0901.sigmf-meta,25000000.0,cf32_le,2469375000.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0902.sigmf-meta,25000000.0,cf32_le,2460058593.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0903.sigmf-meta,25000000.0,cf32_le,2460839843.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0904.sigmf-meta,25000000.0,cf32_le,2466250000.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0905.sigmf-meta,25000000.0,cf32_le,2472304687.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0906.sigmf-meta,25000000.0,cf32_le,2460644531.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0907.sigmf-meta,25000000.0,cf32_le,2459863281.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0908.sigmf-meta,25000000.0,cf32_le,2463613281.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0909.sigmf-meta,25000000.0,cf32_le,2462539062.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0910.sigmf-meta,25000000.0,cf32_le,2464296875.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0911.sigmf-meta,25000000.0,cf32_le,2459863281.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0912.sigmf-meta,25000000.0,cf32_le,2467812500.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0913.sigmf-meta,25000000.0,cf32_le,2460351562.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0914.sigmf-meta,25000000.0,cf32_le,2460937500.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0915.sigmf-meta,25000000.0,cf32_le,2462343750.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0916.sigmf-meta,25000000.0,cf32_le,2460937500.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0917.sigmf-meta,25000000.0,cf32_le,2460351562.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0918.sigmf-meta,25000000.0,cf32_le,2460351562.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0919.sigmf-meta,25000000.0,cf32_le,2463222656.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0920.sigmf-meta,25000000.0,cf32_le,2462441406.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0921.sigmf-meta,25000000.0,cf32_le,2460839843.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0922.sigmf-meta,25000000.0,cf32_le,2463320312.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0923.sigmf-meta,25000000.0,cf32_le,2468398437.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0924.sigmf-meta,25000000.0,cf32_le,2459960937.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0925.sigmf-meta,25000000.0,cf32_le,2460058593.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0926.sigmf-meta,25000000.0,cf32_le,2466445312.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0927.sigmf-meta,25000000.0,cf32_le,2466445312.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0928.sigmf-meta,25000000.0,cf32_le,2469472656.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0929.sigmf-meta,25000000.0,cf32_le,2463222656.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0930.sigmf-meta,25000000.0,cf32_le,2471914062.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0931.sigmf-meta,25000000.0,cf32_le,2460839843.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0932.sigmf-meta,25000000.0,cf32_le,2462734375.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0933.sigmf-meta,25000000.0,cf32_le,2462343750.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0934.sigmf-meta,25000000.0,cf32_le,2459863281.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0935.sigmf-meta,25000000.0,cf32_le,2459863281.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0936.sigmf-meta,25000000.0,cf32_le,2461035156.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0937.sigmf-meta,25000000.0,cf32_le,2459960937.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0938.sigmf-meta,25000000.0,cf32_le,2463613281.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0939.sigmf-meta,25000000.0,cf32_le,2460058593.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0940.sigmf-meta,25000000.0,cf32_le,2463320312.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0941.sigmf-meta,25000000.0,cf32_le,2463417968.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0942.sigmf-meta,25000000.0,cf32_le,2461132812.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0943.sigmf-meta,25000000.0,cf32_le,2459960937.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0944.sigmf-meta,25000000.0,cf32_le,2459960937.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0945.sigmf-meta,25000000.0,cf32_le,2471425781.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0946.sigmf-meta,25000000.0,cf32_le,2466445312.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0947.sigmf-meta,25000000.0,cf32_le,2460546875.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0948.sigmf-meta,25000000.0,cf32_le,2460644531.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0949.sigmf-meta,25000000.0,cf32_le,2460058593.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0950.sigmf-meta,25000000.0,cf32_le,2467617187.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0951.sigmf-meta,25000000.0,cf32_le,2460058593.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0952.sigmf-meta,25000000.0,cf32_le,2462441406.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0953.sigmf-meta,25000000.0,cf32_le,2466445312.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0954.sigmf-meta,25000000.0,cf32_le,2462539062.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0955.sigmf-meta,25000000.0,cf32_le,2466640625.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0956.sigmf-meta,25000000.0,cf32_le,2464296875.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0957.sigmf-meta,25000000.0,cf32_le,2463125000.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0958.sigmf-meta,25000000.0,cf32_le,2461718750.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0959.sigmf-meta,25000000.0,cf32_le,2461621093.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0960.sigmf-meta,25000000.0,cf32_le,2469570312.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0961.sigmf-meta,25000000.0,cf32_le,2459863281.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0962.sigmf-meta,25000000.0,cf32_le,2463125000.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0963.sigmf-meta,25000000.0,cf32_le,2471718750.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0964.sigmf-meta,25000000.0,cf32_le,2463222656.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0965.sigmf-meta,25000000.0,cf32_le,2466347656.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0966.sigmf-meta,25000000.0,cf32_le,2459960937.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0967.sigmf-meta,25000000.0,cf32_le,2462441406.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0968.sigmf-meta,25000000.0,cf32_le,2472109375.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0969.sigmf-meta,25000000.0,cf32_le,2460742187.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0970.sigmf-meta,25000000.0,cf32_le,2467910156.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0971.sigmf-meta,25000000.0,cf32_le,2468984375.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0972.sigmf-meta,25000000.0,cf32_le,2460351562.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0973.sigmf-meta,25000000.0,cf32_le,2465566406.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0974.sigmf-meta,25000000.0,cf32_le,2463125000.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0975.sigmf-meta,25000000.0,cf32_le,2459863281.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0976.sigmf-meta,25000000.0,cf32_le,2462343750.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0977.sigmf-meta,25000000.0,cf32_le,2461132812.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0978.sigmf-meta,25000000.0,cf32_le,2462343750.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0979.sigmf-meta,25000000.0,cf32_le,2460449218.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0980.sigmf-meta,25000000.0,cf32_le,2462343750.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0981.sigmf-meta,25000000.0,cf32_le,2468593750.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0982.sigmf-meta,25000000.0,cf32_le,2460839843.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0983.sigmf-meta,25000000.0,cf32_le,2463808593.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0984.sigmf-meta,25000000.0,cf32_le,2464199218.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0985.sigmf-meta,25000000.0,cf32_le,2459960937.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0986.sigmf-meta,25000000.0,cf32_le,2462441406.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0987.sigmf-meta,25000000.0,cf32_le,2460156250.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0988.sigmf-meta,25000000.0,cf32_le,2460058593.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0989.sigmf-meta,25000000.0,cf32_le,2468984375.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0990.sigmf-meta,25000000.0,cf32_le,2467910156.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0991.sigmf-meta,25000000.0,cf32_le,2460449218.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0992.sigmf-meta,25000000.0,cf32_le,2468300781.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0993.sigmf-meta,25000000.0,cf32_le,2460742187.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0994.sigmf-meta,25000000.0,cf32_le,2460644531.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0995.sigmf-meta,25000000.0,cf32_le,2466445312.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0996.sigmf-meta,25000000.0,cf32_le,2466542968.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0997.sigmf-meta,25000000.0,cf32_le,2467617187.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0998.sigmf-meta,25000000.0,cf32_le,2460644531.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_0999.sigmf-meta,25000000.0,cf32_le,2462343750.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_1000.sigmf-meta,25000000.0,cf32_le,2460937500.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_1001.sigmf-meta,25000000.0,cf32_le,2471523437.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_1002.sigmf-meta,25000000.0,cf32_le,2470644531.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_1003.sigmf-meta,25000000.0,cf32_le,2460253906.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_1004.sigmf-meta,25000000.0,cf32_le,2463027343.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_1005.sigmf-meta,25000000.0,cf32_le,2463613281.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_1006.sigmf-meta,25000000.0,cf32_le,2460351562.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_1007.sigmf-meta,25000000.0,cf32_le,2460449218.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_1008.sigmf-meta,25000000.0,cf32_le,2462343750.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_1009.sigmf-meta,25000000.0,cf32_le,2464199218.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_1010.sigmf-meta,25000000.0,cf32_le,2460351562.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_1011.sigmf-meta,25000000.0,cf32_le,2472304687.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_1012.sigmf-meta,25000000.0,cf32_le,2460742187.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_1013.sigmf-meta,25000000.0,cf32_le,2465664062.5
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_1014.sigmf-meta,25000000.0,cf32_le,2466250000.0
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_1015.sigmf-meta,25000000.0,cf32_le,2463417968.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_1016.sigmf-meta,25000000.0,cf32_le,2460058593.75
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_1017.sigmf-meta,25000000.0,cf32_le,2460644531.25
demod_train\Components\EMISignal1\Interference\EMISignal1_demod_train_1018.sigmf-meta,25000000.0,cf32_le,2463320312.5
